gsn,atc
48544,S01AA
48544,S02AA
48544,S03AA
48544,J01XB
48546,A01AC
48546,C05AA
48546,D07AB
48546,D07XB
48546,D10AA
48546,H02AB
48546,R01AD
48546,S01BA
48546,S01CB
48546,S02BA
48546,S03BA
48546,A01AB
48546,A07AA
48546,B05CA
48546,D06AX
48546,J01GB
48546,R02AB
48546,S01AA
48546,S02AA
48546,S03AA
48546,J01XB
48547,A01AC
48547,C05AA
48547,D07AB
48547,D07XB
48547,D10AA
48547,H02AB
48547,R01AD
48547,S01BA
48547,S01CB
48547,S02BA
48547,S03BA
48547,A01AB
48547,A07AA
48547,B05CA
48547,D06AX
48547,J01GB
48547,R02AB
48547,S01AA
48547,S02AA
48547,S03AA
48547,J01XB
48553,G01AD
48553,S02AA
48554,G01AD
48554,S02AA
48554,A01AC
48554,A07EA
48554,C05AA
48554,D07AA
48554,D07XA
48554,H02AB
48554,S01BA
48554,S01CB
48554,S02BA
48557,A01AC
48557,A07EA
48557,C05AA
48557,D07AA
48557,D07XA
48557,H02AB
48557,S01BA
48557,S01CB
48557,S02BA
48557,A01AB
48557,A07AA
48557,B05CA
48557,D06AX
48557,J01GB
48557,R02AB
48557,S01AA
48557,S02AA
48557,S03AA
48557,J01XB
48559,A01AC
48559,A07EA
48559,C05AA
48559,D07AA
48559,D07XA
48559,H02AB
48559,S01BA
48559,S01CB
48559,S02BA
48559,A01AB
48559,A07AA
48559,B05CA
48559,D06AX
48559,J01GB
48559,R02AB
48559,S01AA
48559,S02AA
48559,S03AA
48559,J01XB
48560,A09AB
48560,A12BA
48561,A09AB
48561,A12BA
48561,B05CB
48563,M04AC
48563,M04AB
48566,A03BA
48566,G04BX
48570,J01EA
48570,A07AA
48570,J01XB
48570,S01AA
48570,S02AA
48570,S03AA
48571,C10AC
48583,B03XA
48584,B03XA
48585,B03XA
48586,B03XA
48587,B03XA
48591,J04AM
48591,J04AC
48591,J04AK
48591,J04AB
48596,D03AX
48604,D03AX
48607,A09AB
48607,A12BA
48618,A07AA
48618,J01XB
48618,A01AC
48618,A07EA
48618,C05AA
48618,D07AA
48618,D07XA
48618,H02AB
48618,S01BA
48618,S01CB
48618,S02BA
48618,A01AB
48618,B05CA
48618,D06AX
48618,J01GB
48618,R02AB
48618,S01AA
48618,S02AA
48618,S03AA
48627,A07EA
48627,C05AA
48627,D07AC
48627,D07XC
48627,H02AB
48627,R01AD
48627,R03BA
48627,S01BA
48627,S01CB
48627,S02BA
48627,S03BA
48627,A01AB
48627,D01AC
48627,G01AF
48643,N02CC
48664,J05AP
48698,R03AC
48698,R03CC
48699,R03AC
48699,R03CC
48701,N06BA
48702,N06BA
48703,N06BA
48719,N02BE
48719,R05DA
48719,R05CA
48719,R01BA
48730,A02AD
48730,A02AA
48730,A06AD
48730,A02AB
48731,A02AD
48731,A02AA
48731,A06AD
48731,A02AB
48754,D10AB
48754,D01AE
48754,S01BC
48769,A11HA
48770,A11HA
48775,N07BA
48776,N07BA
48809,C05AD
48809,D04AB
48809,N01BA
48809,R02AD
48809,D10AX
48809,S01AX
48812,R01AA
48812,R01AB
48812,S01GA
48812,A12CB
48812,B05XA
48818,B05BC
48818,D02AE
48823,A12CA
48823,B05CB
48823,B05XA
48842,H05BX
48843,J05AF
48883,B05XB
48899,L04AC
48905,C01EB
48908,B03XA
48911,B03XA
48913,B03XA
48914,B03XA
48920,R06AE
48922,R05DA
48922,R05CA
48922,C01CA
48922,R01AA
48922,R01AB
48922,R01BA
48922,S01FB
48922,S01GA
48930,N02BE
48930,R05DA
48930,R06AA
48930,R01BA
48940,R06AB
48940,R05DA
48976,N02BE
48976,N02AA
48977,N02BE
48977,N02AA
48982,N06BA
48983,N06BA
48984,N06BA
48986,N02CC
48987,C02KX
48988,C02KX
48990,A07DA
49444,N03AB
49445,N03AB
49453,B03AA
49453,B03AD
49459,D01AE
49459,S01BC
49571,H01CB
49572,H01CB
49605,N02CC
49606,N02CC
49630,B03XA
49724,D11AH
49758,C10AA
49808,B01AX
49812,L03AB
49828,G03AA
49828,G03CA
49828,L02AA
49833,A10AB
49833,A10AC
49833,A10AD
49833,A10AE
49833,A10AF
49835,J01DH
49849,J05AG
49858,G03AA
49858,G03AB
49858,G03CA
49858,L02AA
49858,G03AC
49858,G03DC
49872,L03AA
49873,B06AA
49873,D03BA
49873,A06AB
49905,J05AF
49940,R06AA
49941,D10AF
49941,S01AB
49941,D10AB
49942,C09AA
49942,C03AA
49965,D10AD
49965,L01XF
49965,C05AA
49965,D07AC
49965,S01BA
49965,S02BA
49965,D11AX
49985,N02BE
49985,R06AB
49985,R05DA
50007,D01AE
50035,L03AB
50037,B05BC
50037,D02AE
50038,P03AX
50039,L03AB
50100,D08AX
50101,D08AX
50102,N05AE
50134,A10AB
50134,A10AD
50136,N06AB
50137,N06AB
50138,N06AB
50210,L03AX
50219,N02AA
50220,N02AA
50221,N02AA
50222,N02AA
50256,C03AA
50256,C09CA
50288,C09CA
50289,C09CA
50290,C09CA
50307,L02BA
50344,C05AD
50344,D04AB
50344,N01BA
50344,R02AD
50344,D10AX
50344,S01AX
50363,L02AE
50386,N05AH
50399,N05BA
50400,N05BA
50401,N05BA
50408,B01AC
50409,B01AC
50410,B01AC
50411,B01AC
50417,D10AD
50417,L01XF
50418,M01AX
50421,R06AB
50421,R01BA
50428,N06BA
50429,N06BA
50430,N06BA
50442,J02AC
50443,J02AC
50444,J02AC
50464,G03AC
50464,G03CA
50464,L02AA
50491,C01CA
50496,N06AX
50518,A03BA
50518,G04BX
50518,J01XX
50518,V03AB
50518,V04CG
50519,C08CA
50519,C09AA
50535,R01AA
50535,R01AB
50535,S01GA
50543,B01AB
50543,C05BA
50543,S01XA
50556,C10AA
50557,C10AA
50558,C10AA
50582,A02AC
50582,A12AA
50582,A11CC
50606,G02CC
50606,M01AE
50606,M02AA
50606,R01BA
50628,A05AA
50631,C07AB
50662,A03BA
50662,G04BX
50662,J01XX
50662,V03AB
50662,V04CG
50694,M01AX
50712,N06AB
50736,L03AB
50760,N06AB
50783,B01AB
50783,C05BA
50783,S01XA
50796,R05DA
50796,R05CA
50805,C09CA
50813,N01AX
50813,N07XX
50831,G03AA
50831,G03AB
50831,G03CA
50831,L02AA
50832,L01XX
50832,M01AH
50857,L02AE
50937,J05AF
50953,A14AA
50991,J01CA
51036,C03DA
51037,C03DA
51038,C03DA
51083,A02AA
51083,A06AD
51083,A12CC
51142,A02AC
51142,A12AA
51142,A11CC
51151,L03AB
51194,A10BB
51194,A10BA
51195,A10BB
51195,A10BA
51196,A10BB
51196,A10BA
51197,R03AC
51197,R03CC
51198,R03AC
51198,R03CC
51214,C10AX
51244,M01AX
51246,G04CB
51262,R01AA
51262,R01AB
51262,S01GA
51262,D04AA
51262,R06AB
51264,A06AG
51264,A06AX
51268,S01KA
51268,R01AA
51268,R01AB
51268,S01GA
51269,M01AX
51332,A11HA
51333,N05AX
51334,N05AX
51335,N05AX
51336,N05AX
51483,H05AA
51485,N07BA
51489,N06BA
51490,N06BA
51491,N06BA
51492,N06BA
51493,N06BA
51512,R03DC
51554,D07AA
51554,D10AA
51554,H02AB
51555,D07AA
51555,D10AA
51555,H02AB
51557,D07AA
51557,D10AA
51557,H02AB
51558,A01AC
51558,A07EA
51558,C05AA
51558,D07AA
51558,D07XA
51558,H02AB
51558,S01BA
51558,S01CB
51558,S02BA
51576,J01MA
51576,S01AE
51576,S02AA
51576,S03AA
51583,R05CA
51587,B03BA
51587,B03BB
51587,V04CX
51599,L04AB
51601,L03AB
51609,L01BA
51609,L04AX
51637,J05AP
51639,N02CC
51640,N02AE
51640,N07BC
51640,A06AH
51640,V03AB
51641,N02AE
51641,N07BC
51641,A06AH
51641,V03AB
51642,N06AB
51649,D07AC
51649,D07XC
51649,R01AD
51649,R03BA
51653,A02BC
51654,A02BC
51656,G04BE
51657,G04BE
51698,N06AB
51703,D10AF
51703,S01AB
51703,D10AB
51718,A10AB
51718,A10AD
51734,P03AX
51771,C01BB
51771,C05AD
51771,D04AB
51771,N01BB
51771,R02AD
51771,S01HA
51771,S02DA
51784,C10AA
51785,C10AA
51786,C10AA
51793,L04AX
51794,L04AX
51799,N05AX
51800,N05AX
51801,C05AE
51801,C08DB
51802,C05AE
51802,C08DB
51803,C05AE
51803,C08DB
51804,C05AE
51804,C08DB
51805,C05AE
51805,C08DB
51806,C05AE
51806,C08DB
51810,A01AC
51810,A07EA
51810,C05AA
51810,D07AA
51810,D07XA
51810,H02AB
51810,S01BA
51810,S01CB
51810,S02BA
51810,C01BB
51810,C05AD
51810,D04AB
51810,N01BB
51810,R02AD
51810,S01HA
51810,S02DA
51812,D10AX
51820,L04AD
51820,S01XA
51824,L04AC
51825,D01AE
51825,G01AX
51826,L02AE
51828,A11HA
51828,C01EB
51841,A06AB
51861,C01BB
51861,C05AD
51861,D04AB
51861,N01BB
51861,R02AD
51861,S01HA
51861,S02DA
51878,L04AA
51878,S01XA
51882,G04BE
51883,G04BE
51884,G04BE
51907,C07AA
51909,G04BD
51911,A04AD
51912,A04AD
51913,A04AD
51932,J01MA
51932,S01AE
51971,D11AX
51971,M01AB
51971,M02AA
51971,S01BC
51983,N03AE
51984,N03AE
51985,N03AE
51986,N03AE
51987,N03AE
51991,M05BA
52031,N02BE
52031,D11AX
52031,N06BC
52049,N05AX
52050,J01MA
52050,S01AE
52067,R06AB
52067,C01EB
52067,G02CC
52067,M01AE
52067,M02AA
52067,R02AX
52067,R01BA
52080,A10BA
52086,L01EB
52093,G03CA
52094,G03CA
52110,C05AD
52110,D04AB
52110,A01AB
52110,A07AA
52110,B05CA
52110,D06AX
52110,J01GB
52110,R02AB
52110,S01AA
52110,S02AA
52110,S03AA
52110,J01XB
52119,L04AA
52120,L04AA
52124,L01XG
52143,N05BA
52159,R06AX
52160,J05AE
52179,G03CA
52179,G03AC
52179,G03DA
52179,L02AB
52228,A02AC
52228,A12AA
52228,A11CC
52711,L01EA
52712,L01EA
52713,A12BA
52713,B05XA
52743,M01AX
52745,G03BA
52746,J05AE
52747,J05AE
52748,J05AE
52758,R03DX
52766,G03CA
52802,J05AF
52830,G03CA
52831,G03CA
52833,C09CA
52833,C03AA
52834,C09CA
52834,C03AA
52835,C09CA
52835,C03AA
52866,A06AG
52866,A06AX
52880,N04BX
52880,N04BA
52881,N04BX
52881,N04BA
52882,L03AB
52885,N04BX
52885,N04BA
52898,N05AX
52900,R05CA
52900,S01XA
52900,V03AB
52901,D10AF
52901,G01AA
52901,J01FF
52911,J01MA
52911,S01AE
52911,S02AA
52911,S03AA
52911,A01AC
52911,C05AA
52911,D07AB
52911,D07XB
52911,D10AA
52911,H02AB
52911,R01AD
52911,S01BA
52911,S01CB
52911,S02BA
52911,S03BA
52919,M01AX
52934,N05AX
52935,N05AX
52936,N05AX
52939,D10AF
52939,S01AB
52939,D10AB
52943,A04AA
52944,C10AA
52960,M01AB
52960,S01BC
52964,G04BE
52965,A01AB
52965,D06BX
52965,G01AF
52965,J01XD
52965,P01AB
52992,B03BA
52992,A02AC
52992,A12AA
52992,A11CC
52992,B03BB
52992,V04CX
52992,A02AA
52992,A06AD
52992,A12CC
52992,A11HA
53004,J01MA
53004,S01AE
53004,S02AA
53004,S03AA
53006,N06AX
53007,N06AX
53016,N05AH
53031,N03AX
53038,N02BE
53038,N02AC
53055,D10AD
53055,D10BA
53056,N06BA
53057,N06BA
53058,N06BA
53059,N06BA
53060,N06BA
53061,N06BA
53076,G03AA
53076,G03AB
53076,G03CA
53076,L02AA
53076,G03AC
53076,G03AD
53101,C01EB
53123,G03GA
53124,C09AA
53152,N02AX
53176,J05AE
53178,N02BE
53178,R05DA
53178,R06AA
53182,D10AF
53182,S01AB
53182,D10AB
53190,J01XX
53206,G03GA
53207,G03GA
53215,B03BA
53232,N05CH
53275,D07AB
53275,A01AC
53275,A07EA
53275,C05AA
53275,D07AA
53275,D07XA
53275,H02AB
53275,S01BA
53275,S01CB
53275,S02BA
53296,G04BE
53321,G03CA
53321,G03AC
53321,G03DA
53321,L02AB
53324,N06DX
53325,N06DX
53351,A10BA
53367,N03AX
53368,N03AX
53383,G03CA
53383,G03AC
53383,G03AD
53387,N06AB
53388,N06AB
53389,N06AB
53390,N06AB
53396,N03AF
53400,N06AB
53400,N05AH
53401,N06AB
53401,N05AH
53402,N06AB
53402,N05AH
53407,C07AA
53407,S01ED
53407,D11AX
53407,S01EA
53407,S01GA
53409,B03BB
53409,V04CX
53412,C01BB
53412,C05AD
53412,D04AB
53412,N01BB
53412,R02AD
53412,S01HA
53412,S02DA
53413,A01AC
53413,A07EA
53413,C05AA
53413,D07AA
53413,D07XA
53413,H02AB
53413,S01BA
53413,S01CB
53413,S02BA
53413,C01BB
53413,C05AD
53413,D04AB
53413,N01BB
53413,R02AD
53413,S01HA
53413,S02DA
53428,N02BE
53428,R05DA
53429,J05AP
53430,L03AB
53473,R06AX
53473,S01GX
53492,D10AE
53498,B03AA
53498,B03AD
53538,C01BC
53540,C01BC
53541,C01BC
53574,M05BA
53582,N02BE
53582,R05DA
53600,L01BA
53608,B03AA
53608,B03AD
53612,L03AB
53623,D06AX
53623,J01XX
53623,R02AB
53623,A07AA
53623,J01XB
53623,S01AA
53623,S02AA
53623,S03AA
53633,A12AA
53633,B05XA
53633,G04BA
53633,B05CX
53633,V04CA
53633,V06DC
53633,A12CC
53633,A12CA
53633,B05CB
53658,N07AX
53658,S01EB
53671,G03GA
53674,G03GA
53675,G03GA
53689,C08CA
53689,C10BX
53689,C10AA
53690,C08CA
53690,C10BX
53690,C10AA
53691,C08CA
53691,C10BX
53691,C10AA
53692,C08CA
53692,C10BX
53692,C10AA
53693,C08CA
53693,C10BX
53693,C10AA
53694,C08CA
53694,C10BX
53694,C10AA
53695,C08CA
53695,C10BX
53695,C10AA
53696,C08CA
53696,C10BX
53696,C10AA
53708,A03AE
53718,A02BC
53749,D07AD
53762,H05BX
53763,H05BX
53764,H05BX
53774,J02AC
53882,A07EC
53916,A02BA
53936,R02AA
53936,D08AJ
53974,N06BA
53980,R06AE
53981,R06AE
53994,N05AH
53995,N05AH
54003,A06AB
54008,G03CA
54009,N06AX
54015,C01EB
54015,G02CC
54015,M01AE
54015,M02AA
54015,R02AX
54015,R01BA
54017,J01MA
54017,S01AE
54017,S02AA
54018,A10BA
54019,A10BA
54021,B05BC
54021,D02AE
54334,A02BC
54431,A16AB
54503,M01AX
54609,M01AX
54616,B05BC
54616,D02AE
54628,G03CA
54655,B03BA
54655,B03BB
54655,V04CX
54660,L01BC
54674,R05DA
54674,C01EB
54674,G02CC
54674,M01AE
54674,M02AA
54674,R02AX
54676,N06BA
54677,N06BA
54678,N06BA
54679,N06BA
54687,R03AC
54687,R03CC
54713,B03BA
54713,B03BB
54713,V04CX
54714,G03CA
54719,A02BC
54736,N04BD
57439,A10AE
57679,A11HA
57679,D03AX
57690,C03AA
57690,C09CA
57691,J01XD
57691,P01AB
57726,N02BE
57726,R05DA
57728,A01AD
57728,B01AC
57728,N02BA
57728,N02BE
57728,D11AX
57728,N06BC
57738,A02AC
57738,A12AA
57738,A02AA
57738,A06AD
57778,C01EB
57799,N03AX
57800,N03AX
57801,N03AX
57802,N03AX
57803,N03AX
57804,N03AX
57805,N03AX
57824,J01MA
57824,S01AE
57824,S02AA
57824,S03AA
57854,H05BX
57855,A02AC
57855,A12AA
57855,A02AA
57855,G04BX
57859,C10AX
57859,C10AA
57859,C10BA
57863,C10AX
57863,C10AA
57863,C10BA
57864,C10AX
57864,C10AA
57864,C10BA
57865,C10AX
57865,C10AA
57865,C10BA
57867,A02BA
57874,G03BA
57883,J05AR
57883,J05AF
57891,N06AX
57892,N06AX
57893,N06AX
57896,J05AF
57896,J05AR
57943,D10AF
57943,S01AB
57943,D10AB
57959,A01AB
57959,B05CA
57959,D08AC
57959,D09AA
57959,R02AA
57959,S01AX
57959,S02AA
57959,S03AA
57982,G04BD
57983,G04BD
57987,N04BA
57988,N04BA
57989,N04BA
58001,A02AC
58001,A12AA
58018,A02AC
58018,A12AA
58018,A11CC
58057,M02AB
58057,N01BX
58091,A07EC
58109,B02AA
58188,R05CA
58188,C01CA
58188,R01AA
58188,R01AB
58188,R01BA
58188,S01FB
58188,S01GA
58193,G03AC
58193,G03AD
58213,C01BD
58214,L04AB
58238,N06DA
58239,N06DA
58240,N06DA
58273,N06DA
58286,B05BC
58286,D02AE
58309,M01AB
58309,S01BC
58310,J01MA
58310,S01AE
58321,A16AX
58339,C10AB
58340,C10AB
58353,B01AX
58354,B01AX
58355,B01AX
58374,L01EB
58375,L01EB
58376,L01EB
58384,L04AA
58386,R05DA
58386,R05CA
58390,V03AE
58392,B02BD
58399,D01AE
58411,N02BE
58412,N02BE
58418,D10AF
58418,G01AA
58418,J01FF
58432,C08CA
58432,C10BX
58432,C10AA
58434,C08CA
58434,C10BX
58434,C10AA
58439,D10AF
58439,G01AA
58439,J01FF
58447,A01AC
58447,A07EA
58447,C05AA
58447,D07AA
58447,D07XA
58447,H02AB
58447,S01BA
58447,S01CB
58447,S02BA
58447,C01BB
58447,C05AD
58447,D04AB
58447,N01BB
58447,R02AD
58447,S01HA
58447,S02DA
58460,N02BE
58460,R05DA
58470,A11HA
58470,C01EB
58471,C01EB
58471,A16AA
58479,C10AB
58480,C10AB
58482,N05CF
58483,N05CF
58484,N05CF
58487,N03AF
58488,N03AF
58489,N03AF
58496,C01CA
58496,R01AA
58496,R01AB
58496,R01BA
58496,S01FB
58496,S01GA
58502,J05AE
58517,N03AX
58518,N03AX
58536,J01DB
58537,J01DB
58570,N05CD
58576,G04BD
58577,G04BD
58583,N02BG
58587,A09AA
58588,A09AA
58589,A09AA
58594,N05AX
58620,J01GB
58620,S01AA
58624,L01CD
58644,A07BC
58667,H01AC
58670,A06AB
58671,R01AD
58671,R03BA
58672,R01AD
58672,R03BA
58700,C05AD
58700,D04AB
58700,N01BA
58700,R02AD
58724,N02CC
58729,N06AX
58730,M01AX
58789,L02AE
58794,C05AA
58794,D07AC
58832,A03BA
58845,R02AA
58845,C05AD
58845,D04AB
58845,N01BA
58845,R02AD
58845,D08AJ
58846,A11CA
58846,D10AD
58846,R01AX
58846,S01XA
58847,N05BA
58848,N05BA
58849,N05BA
58850,N05BA
58852,N02BE
58852,N02AC
58869,R06AX
58869,R01BA
58872,J02AX
58873,A10BX
58877,L03AB
58878,L03AB
58880,L03AB
58895,C05AD
58895,D04AB
58895,N01BA
58895,R02AD
58895,B05XA
58900,R06AX
58900,R01BA
58904,M03BX
58905,M03BX
58906,M03BX
58914,M05BA
58915,M05BA
58916,S01BC
58924,A16AA
58933,J05AF
58934,J05AF
58935,J05AF
58938,G03AC
58938,G03DA
58938,L02AB
58947,M05BA
58947,A11CC
58949,A02BC
58950,C05AA
58950,D07AC
58950,S01BA
58950,S02BA
58957,J05AF
58979,A11CC
58986,N02BE
58986,R05DA
58986,R06AA
58986,R01BA
58989,C01EB
58996,N06DX
59035,G03GA
59039,N06DA
59040,N06DA
59061,G03AC
59061,G03CA
59065,A11CC
59065,A12AA
59072,A10BJ
59073,A10BJ
59074,C07AA
59074,S01ED
59079,J07AF
59079,J07AM
59081,R01AX
59081,R03BB
59099,D10AF
59099,S01AB
59099,D10AB
59102,N01AH
59102,N02AB
59106,C10AB
59107,A06AA
59117,N02BE
59117,D04AA
59117,R06AB
59117,C01CA
59117,R01AA
59117,R01AB
59117,R01BA
59117,S01FB
59117,S01GA
59118,N02BE
59118,D04AA
59118,R06AB
59118,C01CA
59118,R01AA
59118,R01AB
59118,R01BA
59118,S01FB
59118,S01GA
59121,N04BD
59137,D10AE
59163,L01XA
59169,J01MA
59169,S01AE
59169,S02AA
59169,S03AA
59177,D07AC
59177,R01AD
59177,R03BA
59178,A02AC
59178,A12AA
59178,A11CC
59181,H05BX
59182,H05BX
59183,H05BX
59189,N02CA
59190,N06BA
59191,N06BA
59192,N06BA
59201,C01DA
59201,C05AE
59211,G04BE
59247,L01EG
59247,L04AA
59248,L01EG
59248,L04AA
59249,L01EG
59249,L04AA
59270,J01AA
59281,B05CB
59281,B05XA
59281,A12CA
59283,A01AC
59283,A07EA
59283,C05AA
59283,D07AA
59283,D07XA
59283,H02AB
59283,S01BA
59283,S01CB
59283,S02BA
59283,C01BB
59283,C05AD
59283,D04AB
59283,N01BB
59283,R02AD
59283,S01HA
59283,S02DA
59297,A09AA
59298,A09AA
59306,J05AE
59324,C02DB
59324,C01DA
59324,C05AE
59325,A01AB
59325,D06BX
59325,G01AF
59325,J01XD
59325,P01AB
59326,D07AC
59326,D07XC
59326,R01AD
59326,R03BA
59327,D07AC
59327,D07XC
59327,R01AD
59327,R03BA
59328,D07AC
59328,D07XC
59328,R01AD
59328,R03BA
59343,G03AC
59343,G03DB
59343,L02AB
59346,M02AB
59346,N01BX
59351,A11HA
59358,C05AD
59358,D04AB
59358,N01BA
59358,S01HA
59358,C01BB
59358,N01BB
59358,R02AD
59358,S02DA
59383,A12AA
59383,A11CC
59401,N03AX
59402,N05AX
59403,N05AX
59404,M05BA
59415,J01DD
59416,J01DD
59430,A07DA
59451,A02AC
59451,A12AA
59454,N02BE
59454,R05DA
59454,C01CA
59454,R01AA
59454,R01AB
59454,R01BA
59454,S01FB
59454,S01GA
59455,N02BE
59455,R05DA
59455,R06AA
59485,M01AX
59509,N05CH
59510,A02AC
59510,A12AA
59574,A01AB
59574,J01AA
59579,A02AC
59579,A12AA
59579,B03BB
59579,V04CX
59586,A10AE
59589,N02AE
59589,N07BC
59590,N02AE
59590,N07BC
59591,N02AE
59591,N07BC
59630,A06AC
59667,A11GA
59667,G01AD
59667,S01XA
59668,D11AX
59668,S01EA
59668,S01GA
59670,S01BC
59683,R06AX
59685,A10BG
59685,A10BD
59685,A10BA
59686,A10BG
59686,A10BD
59686,A10BA
59693,C05AD
59693,D04AB
59696,N05CF
59697,N05CF
59701,R06AB
59701,C01CA
59701,R01AA
59701,R01AB
59701,R01BA
59701,S01FB
59701,S01GA
59707,N02BE
59707,C01CA
59707,R01AA
59707,R01AB
59707,R01BA
59707,S01FB
59707,S01GA
59712,G03CA
59718,D06AX
59718,J01XX
59718,R02AB
59718,A07AA
59718,J01XB
59718,S01AA
59718,S02AA
59718,S03AA
59727,B05BC
59727,D02AE
59728,B05BC
59728,D02AE
59732,A01AD
59732,B01AC
59732,N02BA
59732,A09AB
59732,B05CB
59732,B05XA
59736,J01DB
59743,D06AX
59743,J01GB
59743,S01AA
59743,S02AA
59743,S03AA
59744,B01AB
59744,C05BA
59744,S01XA
59748,J01DD
59766,A02AC
59766,A12AA
59766,A11CC
59766,B02BA
59781,N05BA
59782,N05BA
59836,A02AC
59836,A12AA
59836,A11CC
59845,A01AB
59845,J01AA
59846,C01BB
59846,C05AD
59846,D04AB
59846,N01BB
59846,R02AD
59846,S01HA
59846,S02DA
59863,J01CA
59863,S01AA
59865,J01CF
59869,J01DD
59870,J01DD
59901,J01CR
59901,J01CG
59901,J01CA
59901,S01AA
59919,C09CA
59919,C03AA
59921,A01AA
59931,B05CB
59931,B05XA
59931,A12BA
59931,A12CA
59955,D06AX
59955,J01GB
59955,S01AA
59955,S02AA
59955,S03AA
59956,D06AX
59956,J01GB
59956,S01AA
59956,S02AA
59956,S03AA
59964,B03BA
59964,B03BB
59964,V04CX
59964,A11HA
59967,D07AD
59972,J05AR
59972,J05AE
59985,A10AB
59998,C05AD
59998,D04AB
59998,N01BA
59998,R02AD
60022,A11CC
60022,A12AA
60041,A11HA
60046,V03AC
60047,V03AC
60048,V03AC
60055,C05AA
60055,D07AC
60055,S01BA
60055,S02BA
60096,V03AE
60100,J05AP
60101,J05AP
60102,J05AP
60107,J05AP
60108,J05AP
60113,N02BE
60113,D04AA
60113,R06AA
60165,A11HA
60165,A11GA
60165,G01AD
60165,S01XA
60179,M01AC
60182,D10AD
60182,L01XF
60185,D10AD
60185,L01XF
60186,C01EB
60187,C01EB
60194,B03AA
60194,B03AD
60196,A06AG
60196,A06AX
60196,C01CA
60196,R01AA
60196,R01AB
60196,R01BA
60196,S01FB
60196,S01GA
60199,L01EX
60218,B03BA
60225,N05AX
60226,L04AA
60230,L04AX
60231,L04AX
60240,B02BD
60244,A03BA
60244,G04BX
60244,J01XX
60244,V03AB
60244,V04CG
60257,M05BA
60270,A01AC
60270,A07EA
60270,C05AA
60270,D07AA
60270,D07XA
60270,H02AB
60270,S01BA
60270,S01CB
60270,S02BA
60270,C01BB
60270,C05AD
60270,D04AB
60270,N01BB
60270,R02AD
60270,S01HA
60270,S02DA
60274,N02AX
60282,A06AB
60287,R06AE
60292,N05AH
60293,N05AH
60297,B01AC
60298,A11CC
60300,B01AB
60300,C05BA
60300,S01XA
60301,B01AB
60301,C05BA
60301,S01XA
60302,B01AB
60302,C05BA
60302,S01XA
60306,B01AB
60306,C05BA
60306,S01XA
60309,B01AB
60309,C05BA
60309,S01XA
60312,B01AB
60312,C05BA
60312,S01XA
60314,B01AB
60314,C05BA
60314,S01XA
60319,N05AX
60322,N05AX
60324,B02BD
60326,L01EX
60327,L01EX
60328,L01EX
60333,C01EB
60338,N02BE
60338,R05DA
60341,A06AX
60355,N02AA
60356,N02AA
60357,N02AA
60358,N02AA
60365,J02AC
60371,A10AB
60385,A01AA
60385,A12CD
60390,N06BA
60391,N06BA
60403,R06AX
60403,R01BA
60413,A01AB
60413,A07AC
60413,D01AC
60413,G01AF
60413,J02AB
60413,S02AA
60416,R05DA
60416,R05CA
60416,R01BA
60453,N04BD
60454,N04BD
60455,N04BD
60468,C05AD
60468,D04AB
60468,A01AC
60468,A07EA
60468,C05AA
60468,D07AA
60468,D07XA
60468,H02AB
60468,S01BA
60468,S01CB
60468,S02BA
60469,B03AA
60469,B03AD
60469,G03AA
60469,G03AB
60469,G03CA
60469,L02AA
60469,G03AC
60469,G03DC
60471,B05CB
60471,B05XA
60471,A02BC
60472,B05CB
60472,B05XA
60472,A02BC
60473,B05CB
60473,B05XA
60473,A02BC
60474,B05CB
60474,B05XA
60474,A02BC
60477,J01XX
60486,N04BC
60487,N04BC
60488,N04BC
60489,N04BC
60491,A12CA
60491,B05CB
60491,B05XA
60493,G03CA
60500,N02CC
60513,R05DA
60513,R06AA
60524,A11HA
60524,C01EB
60533,N02BE
60533,R05DA
60545,N06BA
60546,N06BA
60547,N06BA
60548,G03AC
60548,G03CA
60548,L02AA
60548,G03AA
60553,N02BE
60553,R05DA
60553,R05CA
60553,C01CA
60553,R01AA
60553,R01AB
60553,R01BA
60553,S01FB
60553,S01GA
60554,N02BE
60554,R05CA
60554,C01CA
60554,R01AA
60554,R01AB
60554,R01BA
60554,S01FB
60554,S01GA
60583,A01AA
60583,A12CD
60600,B02BD
60609,A01AC
60609,A07EA
60609,C05AA
60609,D07AA
60609,D07XA
60609,H02AB
60609,S01BA
60609,S01CB
60609,S02BA
60609,C01BB
60609,C05AD
60609,D04AB
60609,N01BB
60609,R02AD
60609,S01HA
60609,S02DA
60615,N06BA
60618,N06BA
60622,R06AB
60622,R05DA
60622,C01CA
60622,R01AA
60622,R01AB
60622,R01BA
60622,S01FB
60622,S01GA
60625,J06BB
60628,B02BD
60638,A01AD
60638,B01AC
60638,N02BA
60638,N02AA
60662,A16AB
60677,C01BB
60677,C05AD
60677,D04AB
60677,N01BB
60677,R02AD
60677,S01HA
60677,S02DA
60722,C08CA
60722,C09AA
60723,C08CA
60723,C09AA
60726,N02BE
60726,N02AA
60727,N02BE
60727,N02AA
60728,N02BE
60728,N02AA
60729,N02BE
60729,N02AA
60730,A01AB
60730,D10AF
60730,J01AA
60731,A01AB
60731,D10AF
60731,J01AA
60760,J07BK
60780,C03AA
60780,C09CA
60781,C03AA
60781,C09CA
60783,J01DB
60839,L01BC
60841,A01AA
60841,A12CD
